Title,Category,"Price(""$"")",7-day sales,Total Sales,Total Reviews,7-day Reviews,Total Favorites,7-day Favorites,Tags,Ship From,Release Time,Best Seller,Etsy Pick,Raving,Store Name,Product URL,Image URL
"Custom Family Portrait From Photo, Family Portrait Illustration, Digital Portrait Print, Faceless Portrait Custom, Personalized Gift ",Art & Collectibles > Prints > Digital Prints,5.34,214,1178,318,54,1184,201,"Family Portrait,Custom Portrait,Faceless Portrait,Portrait From Photo,Family Illustration,Faceless Print,Painting From Photo,Family Gift,Custom Illustration,Couple Portrait,Christmas Gift,Custom Drawing,Cartoon Portrait,Christmas Gifts,Personalized Gifts,Gifts",United States,2023-01-19,yes,no,no,NLdigitalPortraits,https://www.etsy.com/listing/1383184272/custom-family-portrait-from-photo-family,Upgrade Pro to Unlock
18K GOLD Vintage Birth Month Flower Necklace Birth Flower Square Zodiac Lotus Floral Pendant WATERPROOF Jewelry Birthday Gift for Her ,Jewelry > Necklaces > Pendant Necklaces,18.98,214,1792,425,44,10405,747,"Gold Vintage,Birth Month Flower,Flower Necklace,Birth Flower Pendant,Lotus Necklace,Floral Zodiac,Waterproof Jewelry,Zodiac Necklace,Birth Month Necklace,Square Pendant,Gold Flower Necklace,Birthday Gift,Square Zodiac,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2022-09-20,yes,no,no,RachelRoseUS,https://www.etsy.com/listing/1294626900/18k-gold-vintage-birth-month-flower,Upgrade Pro to Unlock
Diamond Huggie Earrings by Caitlyn Minimalist • Small Diamond Hoop Earrings • Minimalist Earrings • ER094 ,Jewelry > Earrings > Hoop Earrings,18.55,214,33069,6976,45,64789,442,"CAITLYNMINIMALIST,HUGGIE EARRINGS,HUGGIE HOOPS,MINIMALIST EARRINGS,SECOND HOLE EARRINGS,HUGGIES,GOLD HUGGIES,HOOPS EARRINGS,DIAMOND EARRINGS,BIRTHDAY GIFT,GIFT FOR HER,GIFTS FOR MOM,DAINTY EARRINGS,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2021-02-09,yes,no,no,CaitlynMinimalist,https://www.etsy.com/listing/945311140/diamond-huggie-earrings-by-caitlyn,Upgrade Pro to Unlock
"Personalized Family Ornament, Christmas Tree Ornament, Family Name Ornament, Family Christmas Ornament, Family Gift, Family Ornament 2023 ",Home & Living > Home Decor > Seasonal Decor > Ornaments,24.69,212,376,42,18,567,238,"Family Ornament,Christmas Ornaments,Ornament,Custom Ornament,Family Ornaments,Christmas Ornament,Custom Christmas,Christmas Keepsake,Custom Family Gift,New Family Gift,Christmas Tree,Family Gift,Christmas Gifts,Family Christmas,Personalized Family,2023 Ornament,Anniversary Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Housewarming Gifts,Personalized Gifts,Gifts",United States,2023-09-29,yes,no,no,MakeAgift12,https://www.etsy.com/listing/1577406019/personalized-family-ornament-christmas,Upgrade Pro to Unlock
Winter Pine Forest Christmas Painting DIGITAL Art | Rustic Landscape PRINTABLE Digital Download | North Prints | W-128 ,Art & Collectibles > Prints > Digital Prints,3,210,881,67,16,3394,489,"Printable Wall Art,Digital Art Print,North Prints,Farmhouse Decor,Fine Art,Printable Poster,Instant Decor,Country Decor,Winter Wall Art,Pine Tree Painting,Snowy Landscape Art,Forest Painting,Christmas Wall Art,Christmas Gifts",United States,2023-07-31,yes,no,no,NorthPrints,https://www.etsy.com/listing/1534092725/winter-pine-forest-christmas-painting,Upgrade Pro to Unlock
"Personalized Flask for Women, Bridesmaid Flask,Groomsmen Flask Gift, Monogrammed Flask, Groomsmen Gift Ideas,Custom Flask for Best Man ",Weddings > Gifts & Mementos > Groomsmen Gifts,8.99,209,342,27,10,233,17,"Gifts for Groomsmen,Gift for Best Man,Wedding Party Gift,Personalized Flask,Custom Flask,Flask for Men,Flask for Him,Maid of Honor Gift,BACHELOR PARTY,Gift for Women,Bridesmaid Flask,Gift for Men,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Gifts for Her,Gifts for Him,Personalized Gifts,Gifts",United States,2023-07-09,yes,no,no,Sohaybccv,https://www.etsy.com/uk/listing/1505509812/personalized-flask-for-women-bridesmaid,Upgrade Pro to Unlock
Horror SVG Bundle Halloween Horror SVG Horror Friends svg Horror characters svg Halloween svg Instant Download ,Art & Collectibles > Prints > Digital Prints,1.65,208,3137,434,7,1567,19,"Horror Svg,Horror Character Svg,Horror Movie Svg,Horror Clipart,Horror Friends Svg,Halloween Horror Svg,Halloween Friends,Halloween Bundle Svg,Halloween Clipart,Ghostface Svg,Chucky Svg,Scream Svg,Jason Svg,Gifts for Friends,Gifts",United States,2023-02-23,yes,no,no,SweetFluffyArt,https://www.etsy.com/listing/1409305796/horror-svg-bundle-halloween-horror-svg,Upgrade Pro to Unlock
Christmas Plaid Dog Collar ~ Christmas Plaid Cotton Fabric Fashion Dog Collar ~ Antique Bronze Hardware ~ Sandy Paws Collar Co® ,Pet Supplies > Pet Collars & Leashes > Pet Collars & Jewelry,14.4,207,2429,493,6,3191,11,"Dog Collar,Puppy Collar,Cat Collar,Christmas Collar,Rose Gold Dog Collar,Small Dog Collar,Large Dog Collar,Fabric Dog Collar,Custom Dog Collar,Metal Dog Collar,Plaid Dog Collar,Sandy Paws Collar Co,Teacup Collar,Christmas Gifts,Gifts for Pets,Personalized Gifts,Gifts",United States,2017-11-01,yes,no,no,SandyPawsCollarCo,https://www.etsy.com/listing/554959552/christmas-plaid-dog-collar-christmas,Upgrade Pro to Unlock
"Engraved Hunting Knife, Personalized Pocket Knife Hunting Gifts for Men Gift for Hunter Gift for Him Gift for Boyfriend,Knife,Boyfriend Gift ",Toys & Games > Sports & Outdoor Recreation > Hunting & Archery,13.99,207,9151,1679,22,5060,114,"Hunting Knife,Hunter Gift,Gifts for Him,Gifts for Men,Engraved Knife,Pocket Knife,Knife,Engraved Hunting,Hunting Gifts,Gift for Boyfriend,Boyfriend Gift,Hunter Gift for Him,Engraved Pocket,Baby Gifts,Gifts for Boyfriend,Gifts for Boys,Gifts for Dad,Gifts for Girls,Gifts for Husband,Gifts for Couples,Gifts for Friends,Gifts for Him,Gifts for Kids,Personalized Gifts,Gifts",United States,2020-02-07,yes,no,no,YourWeddingPlace,https://www.etsy.com/listing/762802862/engraved-hunting-knife-personalized,Upgrade Pro to Unlock
"Taylors Engraved Pencils, Custom Pencils, Eras Merch, Pastel Pencils, Custom Engraved Pencils ",Home & Living > Office > Office & School Supplies,13.99,206,913,194,37,2738,274,"Swiftie Pencils,Custom Pencils,Pastel Pencils,Back to School,Swift Lyric Pencils,Swift Concert Merch,Shake It off Pencil,Song Lyric Pencils,Personalized Gifts",United States,2023-06-28,yes,no,no,SketchandSentiment,https://www.etsy.com/listing/1498016964/taylors-engraved-pencils-custom-pencils,Upgrade Pro to Unlock
"Custom Golf Balls, Dad Golf Ball, Sports Gifts For Him, Fathers Day Gifts, Best Dad By Par, New Dad Gift, Golf Gift, Fathers Day Golf Gift ",Toys & Games > Sports & Outdoor Recreation > Golf,9.1,205,2689,553,9,1463,41,"Custom Golf Balls,Golf Gift,Gift for Golfer,Dad Golf Gift,Personalized Golf,Gift for Husband,New Dad Gift,Dad Announcement,Fathers Day Gifts,Sports Gifts for Him,Fathers Day Golf,Best Dad by Par,Face Golf Ball,Baby Gifts,Gifts for Boyfriend,Gifts for Boys,Gifts for Dad,Gifts for Girls,Gifts for Husband,Gifts for Mom,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Him,Gifts for Kids,Personalized Gifts,Gifts",United States,2022-06-09,yes,no,no,DiamondGiftShop,https://www.etsy.com/listing/1233728574/custom-golf-balls-dad-golf-ball-sports,Upgrade Pro to Unlock
"Crochet PATTERN Little kitten, no sew, Amigurumi tutorial PDF in English ",Craft Supplies & Tools,1.44,204,7178,850,18,13131,290,"Kitty Pattern,Amigurumi Cat,Crochet Cat Toy,Crochet Cat Pattern,Crochet Plush Cat,Crochet Cat,Crochet Kitten,Cat Pattern,Amigurumi Kitten,Kitten Doll,Cat Pattern Pdf,Amigurumi Tabby Cat,Crochet Tabby Cat",United States,2023-01-30,yes,no,no,ToyStoryPatternsAU,https://www.etsy.com/listing/1391816736/crochet-pattern-little-kitten-no-sew,Upgrade Pro to Unlock
"Funny gift for Aunt, Scented Soy Candle, Sarcastic Gift from Niece, Aunt Candle, Having Me As A Niece, To Aunt from Niece ",Home & Living > Home Decor > Candles & Home Fragrances > Candles > Container Candles,12.15,203,1003,162,7,1144,46,"Aunt Gift,Best Aunt Ever,Cool Aunt,Aunt Candle,Gift From Niece,Gift for Aunt,Candle for Aunt,Best Niece Ever,Auntie Gift,Gift for Auntie,Funny Aunt Gift,Gag Gift,Soy Candle,Gifts for Girlfriend,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Her,Gifts for Teachers,Housewarming Gifts,Personalized Gifts,Gifts",United States,2022-04-23,yes,no,no,WolvesnWillows,https://www.etsy.com/listing/1220188653/funny-gift-for-aunt-scented-soy-candle,Upgrade Pro to Unlock
"Vintage Stick Season 2023 Sweatshirt, 2 SIDES Noah Kahan Shirt, Country Music Shirt, Noah Kahan Tour, Noah Kahan Stick Season Sweatshirt ",Clothing > Gender-Neutral Adult Clothing > Tops & Tees > T-shirts,15.99,202,700,117,21,1811,305,"Stick Season Tour,Stick Season Shirt,Noah Kahan Shirt,Noah Kahan 2023,Orange Juice Shirt,Noah Kahan Merch,Noah Kahan Vintage,Music Tour Shirt,Noah Kahan Tour 2023,Noah Kahan Tshirt,Country Music Shirt,Sticky Season Tour,Noah Kahan 2023 Tee",United States,2023-07-26,yes,no,no,WeAreSomeOfAKind,https://www.etsy.com/listing/1516744054/vintage-stick-season-2023-sweatshirt-2,Upgrade Pro to Unlock
Custom Pink Doll Keychain. Hot Pink 3D Name Plate Keychain. Personalized Pink Name Tag Keychain. Fashion Doll Name Keychain Gift for Girl ,Accessories > Keychains & Lanyards > Keychains,7.5,200,904,199,45,984,144,"3D Keychain,Name Tag Keychain,Gift for Kids,Name Plate Keychain,Barbie Movie,Barbie Lover,Barbie Font Keychain,Keychain for Girl,Pink Keychain,Barbie Gift,Barbie Favor,Hot Pink Keychain,Barbie Keychain,Baby Gifts,Gifts for Boyfriend,Gifts for Boys,Gifts for Dad,Gifts for Girls,Gifts for Husband,Christmas Gifts,Gifts for Friends,Gifts for Him,Gifts for Kids,Gifts for Teachers,Personalized Gifts,Gifts",United States,2023-09-11,yes,no,no,AJhandmadeCA,https://www.etsy.com/listing/1549405340/custom-pink-doll-keychain-hot-pink-3d,Upgrade Pro to Unlock
"Custom Photo shirt, Custom Shirt, Custom Picture Tshirt, Birthday  photo Shirt, Holiday Gift, Family Picture Tee ",Clothing > Men&#x27;s Clothing > Shirts & Tees > T-shirts,10.9,199,15823,3552,47,4690,215,"Custom Shirt,Custom Photo Shirt,Photo Shirt,Family Photo Shirt,Customized Tshirt,Baby Photo Shirt,Birthday Photo Shirt,Personalize Shirt,Picture Shirt,Family Picture Shirt,Custom Picture Shirt,Family Picture,Personalization Tee,Gifts for Boyfriend,Gifts for Dad,Gifts for Husband,Birthday Gifts,Gifts for Him,Personalized Gifts,Gifts",United States,2020-10-01,yes,no,no,BBBCustom,https://www.etsy.com/listing/879614693/custom-photo-shirt-custom-shirt-custom,Upgrade Pro to Unlock
"Crochet Christmas, festive, gonk, gnome, wreath pattern, light up beard, pdf, download ",Craft Supplies & Tools,5.23,198,503,55,18,1068,81,"Christmas,Wreath,Crochet,Gonk,Gnome,Robin,Festive,Xmas,Santa,Father Christmas,Wall Decor,Door,Decoration,Christmas Gifts",United States,2023-10-21,yes,no,no,Squibberlyrose,https://www.etsy.com/listing/1592665711/crochet-christmas-festive-gonk-gnome,Upgrade Pro to Unlock
Eras Tour Friendship Bracelets | Eras Tour | Album Bracelets | Friendship Bracelets | TS Bracelet | TS Accessories | ,Jewelry > Bracelets > Beaded Bracelets,6.41,196,3084,630,23,2811,73,"Friendship Bracelet,Swiftie Bracelet,Eras Tour,Reputation,Karma,Lover,Anti Hero,Midnights,Red,Speak Now,Evermore,Folklore,Gifts for Girlfriend,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Her,Housewarming Gifts,Personalized Gifts,Gifts",United States,2023-03-26,yes,no,no,MultiBracelet,https://www.etsy.com/listing/1432995924/eras-tour-friendship-bracelets-eras-tour,Upgrade Pro to Unlock
"Custom Your Photo Shirt, Personalized Dog Bootleg Shirt, Custom Dog Shirt, Custom Dog's Version, Pet Portrait Shirt, Dog Photo Shirt ",Clothing > Gender-Neutral Adult Clothing > Tops & Tees > T-shirts > Graphic Tees,6.72,196,759,112,28,1479,429,"Eras Tour Bach Shirt,Custom Pet Portrait,Dog Lover Gift,Custom Cat Shirt,Customized Shirt,Dog Lover,Dog Shirt,Custom Dog Shirt,Custom Photo Shirt,Personalized Cat,Eras Tour Shirt,Custom Eras Tour,Pet Eras Custom,Gifts for Pets,Personalized Gifts,Gifts",United States,2023-08-24,yes,no,no,DearCillaDesign,https://www.etsy.com/listing/1537307850/custom-your-photo-shirt-personalized-dog,Upgrade Pro to Unlock
"Handmade ceramic different  color chime holders, candle holders ",Home & Living > Home Decor > Candles & Home Fragrances > Candleholders > Candlestick Holders,2.95,196,1291,437,8,1056,9,"Candle Holder,Small Candle Holder,Handmade Ceramic,Handmade Holder,Wedding Favors,Wedding Decor,Holder Chime Candle,Witchy Holder,Colors Holders,Small Holder,Orange Chime Holder,Pink Chime Holder,Small Round Holder,Gifts for Girlfriend,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Her,Gifts for Teachers,Housewarming Gifts,Personalized Gifts,Gifts",United States,2022-08-31,yes,no,no,MyMagicPlaceShop,https://www.etsy.com/listing/1295968029/handmade-ceramic-different-color-chime,Upgrade Pro to Unlock
Letter Necklace by Caitlyn Minimalist • Name Necklace • Perfect for Your Minimalist Look • Gifts for Mom • Christmas Gift for Her • NM54F77 ,Jewelry > Necklaces > Monogram & Name Necklaces,25.9,196,54519,11399,47,62272,193,"CUSTOM NAME,INITIALS NECKLACE,PERSONALIZED JEWELRY,NAME NECKLACE,LETTER NECKLACE,GIFTS FOR MOM,CUSTOM NAME NECKLACE,MOTHER NECKLACE,GIFT FOR MOM,GIFTS FOR HER,PERSONALIZED GIFT,CAITLYN MINIMALIST,NEW MOM GIFT,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2020-09-15,yes,no,no,CaitlynMinimalist,https://www.etsy.com/listing/870847843/letter-necklace-by-caitlyn-minimalist,Upgrade Pro to Unlock
"Custom Engraved Name Necklace Gold, Mom Necklace with Kids Name, Monogram Personalized Jewelry, Unique Best Holiday Gift Women Multiple ",Jewelry > Necklaces > Monogram & Name Necklaces,13.5,196,12862,2298,35,13485,231,"Necklace for Women,Engraved Necklace,Name Necklace,Personalized Gifts,Personalized Jewelry,Unique Holiday Gift,Mom Necklace Name,Custom Necklace,Mignonandmignon,Custom Name Necklace,Best Holiday Gifts,Kids Name Necklace,Best Gift,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Friends,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2022-06-03,yes,no,no,MignonandMignon,https://www.etsy.com/listing/1244505971/custom-engraved-name-necklace-gold-mom,Upgrade Pro to Unlock
Listen to the Wind Memorial Chime | Personalized Memorial Wind Chime | Sympathy Wind Chime Gift | In Memory of Wind Chime | Bereavement Gift ,Home & Living > Outdoor & Gardening > Garden Decoration > Wind Chimes,39.75,195,7600,1735,42,4500,79,"Memorial Wind Chime,Sympathy Wind Chime,In Memory of Chime,Custom Sympathy Gift,Custom Memorial Gift,Bereavement Gift,Listen to the Wind,Grief Gift Chime,Remembrance Wind,Custom Funeral Gift,Personalized Chime,Large Memorial Chime,Funeral Wind Chime,Gifts for Boyfriend,Gifts for Dad,Gifts for Husband,Gifts for Couples,Gifts for Friends,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2022-02-22,yes,no,no,28Collective,https://www.etsy.com/listing/1169580090/listen-to-the-wind-memorial-chime,Upgrade Pro to Unlock
Custom Watercolor Ornament in Mini Frame 4x3.5in ,Home & Living > Home Decor > Seasonal Decor > Ornaments,30,194,2332,502,42,13993,1054,"CHRISTMAS ORNAMENT,ORNAMENT CUSTOM,CUSTOM ORNAMENT,GIFT FOR NEWLYWED,GIFT FOR ENGAGED,GIFT FOR MOM,GIFT FOR GRANDMA,NEWLYWED GIFT,ENGAGED GIFT,FIRST CHRISTMAS,WATERCOLOR ORNAMENT,PET ORNAMENT,Gifts for Dad,Gifts for Mom,Anniversary Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Pets,Housewarming Gifts,Personalized Gifts,Gifts",United States,2021-11-03,yes,no,no,HazelGrayCo,https://www.etsy.com/listing/1113347649/custom-watercolor-ornament-in-mini-frame,Upgrade Pro to Unlock
Silk Ribbon Bouquet Ribbon 100% Silk 1/2 ,Craft Supplies & Tools,6.6,194,2538,491,0,1543,10,"Wedding Ribbon,Silk Ribbon,Stationary Ribbon,Floral Ribbon,Raw Edge Ribbon,Craft Ribbon,Pastel Ribbon,Invitation Ribbon,Green Ribbon,Frayed Edge Ribbon,Pink Ribbon,Photography Ribbon,Bouquet Ribbon,Gifts",United States,2022-12-07,yes,no,no,RibbonsandspoolsShop,https://www.etsy.com/listing/1350481556/silk-ribbon-bouquet-ribbon-100-silk-12-1,Upgrade Pro to Unlock
"Merry & Bright Christmas Trees Sweatshirt, Christmas Sweatshirt, Holiday Sweater, Womens Holiday Sweatshirt, Christmas Shirt, Winter Shirt ",Clothing > Gender-Neutral Adult Clothing > Hoodies & Sweatshirts > Sweatshirts,21.66,194,787,173,40,2137,161,"Farm Fresh Christmas,Christmas Sweatshirt,Christmas Sweater,Christmas Shirts,Merry Christmas,Christmas Gift,Holiday Sweatshirt,Womens Christmas,Family Christmas,Christmas Vacation,Winter Sweatshirt,Christmas Tree Shirt,Merry and Bright,Christmas Gifts,Gifts",United States,2023-08-15,yes,no,no,FlameDesignUS,https://www.etsy.com/listing/1544427093/merry-bright-christmas-trees-sweatshirt,Upgrade Pro to Unlock
"Photo Projection  Necklace, Personalized  Necklace, Memorial Gift, Gift for Her, Mom Necklace, Valentine Day Gift ",Jewelry > Necklaces > Pendant Necklaces,16.71,193,8075,1812,0,8373,179,"Projection Necklace,Photo Necklace,Picture Necklace,Mom Necklace,Gifts for Her,Valentine Day Gift,Pet Memorial Jewelry,Memorial Necklace,Best Friend Gift,Christmas Gifts,Memorial Gift,Necklace With Photo,Memotial Jewelry,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Friends,Gifts for Her,Gifts for Him,Gifts for Pets,Housewarming Gifts,Personalized Gifts,Gifts",United States,2022-10-10,yes,no,no,myLoveSparks,https://www.etsy.com/listing/1308310440/photo-projection-necklace-personalized,Upgrade Pro to Unlock
"A Self-Reminder Wave Ring,You're Survived Too Many Storms To Be Bothered By Raindrops,Inspirational S925 Silver Wave Ring,Gift for Her ",Jewelry > Rings > Statement Rings,84.27,192,599,91,10,1218,154,"Wave Ring,Self Reminder Ring,To My Daughter,Mom Daughter Ring,Gift for Daughter,Friendship Ring,Back to School Gift,Birthday Gift,Storm Ring,Mother Daughter Ring,Bestie Gift,Highs and Lows Ring,Ebbs and Flows Ring,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Girls,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Friends,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2023-08-15,yes,no,no,JaceyArtStore,https://www.etsy.com/listing/1544784973/a-self-reminder-wave-ringyoure-survived,Upgrade Pro to Unlock
Digital Planner 2023 2024 Undated Digital Planners | Goodnotes Planner Xodo Notability Noteshelf | iPad Planner Android Planner 4 Themes ,Paper & Party Supplies > Paper > Stationery > Design & Templates > Templates > Planner Templates,1.3,192,3304,406,21,1764,50,"Digital Planner,Goodnotes Planner,Android Planner,Ipad Planner,Rainbow Planner,Colorful Planner,Noteshelf Planner,Undated Planner,Notability Planner,Daily Planner,2023 Digital Planner,Digital Planner 2023,Ipad Planner 2023,Personalized Gifts",United States,2023-07-30,yes,no,no,KlassicCreatives,https://www.etsy.com/listing/1519686558/digital-planner-2023-2024-undated,Upgrade Pro to Unlock
"Halloweentown University Sweatshirt, Halloween Town Est 1998 Sweatshirt, Fall Sweatshirt, Pumpkin Shirt, Womens Halloween Sweatshirt ",Clothing > Gender-Neutral Adult Clothing > Tops & Tees > T-shirts,8.99,192,2747,487,21,3786,0,"Witchy Mama Shirts,Halloween Shirts,Happy Halloween Tee,Trick or Treat Shirt,Trick or Treat,Halloween Party,Halloween Funny Tee,Halloween Horror Tee,Horror Shirts,Halloween Tee,Skeleton Hand Shirts,Halloween Sweatshirt,Halloween Hoodies,Personalized Gifts",United States,2023-07-21,yes,no,no,GloryTribeUS,https://www.etsy.com/listing/1527758785/halloweentown-university-sweatshirt,Upgrade Pro to Unlock
"Personalized cutting board, preserve loved ones handwriting, handwritten recipe, recipe cutting board, engraved handwriting, family heirloom ",Home & Living > Kitchen & Dining > Cookware > Cutting Boards,25.99,192,6318,1290,26,5051,198,"Handwritten Recipe,Cutting Board,Recipe Cutting Board,Engraved Handwriting,Cooking Gifts,Kitchen Gifts,Housewarming Gifts,Memorial Gifts,Memorial Keepsakes,Custom Cutting Board,Tea Towel,Preserve Recipe,Mother's Day Gift,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Gifts for Couples,Gifts for Friends,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2020-11-03,yes,no,no,HangingMemories4ever,https://www.etsy.com/listing/883590486/personalized-cutting-board-preserve,Upgrade Pro to Unlock
"Custom Dog Photo Ornament, Dog Memorial Gift, Loss of Pet, Pet Ornament, Christmas Keepsake, Dog Memorial Ornament, You Left Paw Prints ",Home & Living > Home Decor > Seasonal Decor > Ornaments,16.19,191,1138,219,58,1441,130,"Wood Ornament,Christmas Ornament,Pet Ornament,Dog Ornament,Personalized Gift,Pet Memorial Gift,Sympathy Gift,Dog Memorial Gift,Loss of Pet,In Loving Memory,Forever Loved,Memorial Ornament,Ornament Keepsake,Anniversary Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Pets,Housewarming Gifts,Personalized Gifts,Gifts",United States,2023-08-15,yes,no,no,Aallasti,https://www.etsy.com/listing/1544930457/custom-dog-photo-ornament-dog-memorial,Upgrade Pro to Unlock
"Personalized Tumbler with Straw, Bridesmaid Gift, Custom Tumbler, Acrylic Tumbler 24oz, Bridesmaid Proposal, Personalized Gift ",Home & Living > Kitchen & Dining > Drink & Barware > Drinkware > Tumblers & Water Glasses,8.99,190,950,152,27,591,63,"Personalized Tumbler,Bridesmaid Gift,Custom Tumbler,Bridesmaid Proposal,Personalized Gift,Tumbler With Straw,Bachelorette Party,Bridesmaid Tumbler,Bridal Party Gift,Water Bottle,Personalized Cup,Skinny Tumbler,Acrylic Tumbler 24oz,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2023-06-28,yes,no,no,MKSouthernCreations,https://www.etsy.com/listing/1498288642/personalized-tumbler-with-straw,Upgrade Pro to Unlock
"Vintage 2 Sides Stick Season Tour 2023 Sweatshirt, Noah Kahan Stick Season Tour 2023 Sweater, Kahan Folk Pop Music, Country Music Shirt ",Clothing > Gender-Neutral Adult Clothing > Tops & Tees > T-shirts,11.19,190,524,87,19,1473,186,"Stick Season Tour,Stick Season Shirt,Noah Kahan Shirt,Noah Kahan 2023,Orange Juice Shirt,Noah Kahan Merch,Noah Kahan Vintage,Music Tour Shirt,Noah Kahan Tour 2023,Noah Kahan Tshirt,Country Music Shirt,Sticky Season Tour,Noah Kahan 2023 Tee",United States,2023-07-26,yes,no,no,WeAreSomeOfAKind,https://www.etsy.com/listing/1516750658/vintage-2-sides-stick-season-tour-2023,Upgrade Pro to Unlock
Silent Dog Tag - Dog Tag - Dog Tags for Dogs Personalized - Dog Name Tag - Custom Dog Tag Silent - Gift for New Pet ,Pet Supplies > Pet Collars & Leashes > Pet ID Tags,9.99,190,1129,271,44,1102,112,"Dog Tag,Dog Tags for Dogs,Slide on Dog Tag,Slide on Pet Id Tag,Dog Id Tag Slide On,Custom Dog Tag,Dog Tag Personalized,Silent Dog Tag,Silicone Dog Tag,Black Dog Tag,Gift for Pets,Dog Id Tag Slide,Silent Pet Name Tag,Gifts for Pets,Personalized Gifts,Gifts",United States,2023-03-02,yes,no,no,TheSingingKoala,https://www.etsy.com/listing/1429203195/silent-dog-tag-dog-tag-dog-tags-for-dogs,Upgrade Pro to Unlock
Needlepoint Christmas Stockings Personalized Santa Nutcracker Reindeer Old World Finished Embroidered Stockings with Names ,Home & Living > Home Decor > Seasonal Decor > Stockings,53.95,188,4818,760,21,5552,224,"Stocking,Christmas Stocking,Personalized,Kids Stocking,Personalize Stocking,Family Stocking,Needlepoint Stocking,Needlepoint Santa,Nutcracker Stocking,Snowman Stockings,Angel Christmas,Christmas Cardinal,Horse Sled,Christmas Gifts,Housewarming Gifts,Personalized Gifts,Gifts",United States,2015-08-24,yes,no,no,eugenie2,https://www.etsy.com/listing/245258478/needlepoint-christmas-stockings,Upgrade Pro to Unlock
Crochet Corgi Dog pattern: Little Biscuit  | Amigurumi Puppy | Amigurumi Dog pattern | Instant Download ENGLISH Pattern in PDF File ,Craft Supplies & Tools,6.2,188,4882,577,15,18733,245,"Crochet Dog Pattern,Crochet Corgi,Amigurumi Corgi,Amigurumi Dog,Amigurumi Puppy,Timmagicring,Amigurumi,Crochet Corgi Puppy,Crochet Cute Dog,Crochet Lovely Corgi,Crochet Cute Corgi,Crochet Gift Dog,Crochet Plushie Dog,Gifts for Pets,Gifts",United States,2023-04-20,yes,no,no,TIMMagicRing,https://www.etsy.com/listing/1451101690/crochet-corgi-dog-pattern-little-biscuit,Upgrade Pro to Unlock
